genome_id,genome_name,freq,Domain,Genome.Name...Sample.Name,Phylum,Class,Order,Family,Genus,Species,Strain,Genome.Size
2636415882,Mycobacterium tuberculosis KT-0133,2,Bacteria,Mycobacterium tuberculosis KT-0133,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,KT-0133,4363161
2636415884,Mycobacterium tuberculosis VRFCWCF XDRTB 232,2,Bacteria,Mycobacterium tuberculosis VRFCWCF XDRTB 232,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,VRFCWCF XDRTB 232,4359901
2636415896,Streptomyces sp. MBRL 10,1,Bacteria,Streptomyces sp. MBRL 10,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. MBRL 10,MBRL 10,4294913
2636415899,Mycobacterium bovis 1595,2,Bacteria,Mycobacterium bovis 1595,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium bovis,1595,4351712
2636415904,Mycobacterium tuberculosis NRITLD11,3,Bacteria,Mycobacterium tuberculosis NRITLD11,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,NRITLD11,4380633
2636415911,Mycobacterium tuberculosis M2145,3,Bacteria,Mycobacterium tuberculosis M2145,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2145,4425578
2636415921,Mycobacterium tuberculosis TKK_03_0039,3,Bacteria,Mycobacterium tuberculosis TKK_03_0039,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0039,4399024
2636415922,Streptomyces scabiei NRRL B-16523,3,Bacteria,Streptomyces scabiei NRRL B-16523,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces scabiei,NRRL B-16523,9839340
2636415942,Mycobacterium tuberculosis M2442,2,Bacteria,Mycobacterium tuberculosis M2442,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2442,4442030
2636415945,Mycobacterium tuberculosis TKK_03_0115,3,Bacteria,Mycobacterium tuberculosis TKK_03_0115,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0115,4397006
2636415951,Mycobacterium tuberculosis M2204,2,Bacteria,Mycobacterium tuberculosis M2204,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2204,4391806
2636415969,Mycobacterium rutilum DSM 45405,1,Bacteria,Mycobacterium rutilum DSM 45405,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium rutilum,DSM 45405,5987831
2636416005,Nakamurella panacisegetis DSM 26919,1,Bacteria,Nakamurella panacisegetis DSM 26919,Actinobacteria,Actinobacteria,Nakamurellales,Nakamurellaceae,Nakamurella,Nakamurella panacisegetis,"P4-7,KCTC 19426,CECT 7604",5013870
2636416018,Corynebacterium timonense DSM 45434,2,Bacteria,Corynebacterium timonense DSM 45434,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium timonense,DSM 45434,2633085
2636416058,Mycobacterium sp. 283MFTsu,1,Bacteria,Mycobacterium sp. 283MFTsu,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 283MFTsu,283MFTsu,6050453
2636416059,Streptomyces sp. 136MFCol5.1,1,Bacteria,Streptomyces sp. 136MFCol5.1,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. 136MFCol5.1,136MFCol5.1,7836607
2636416072,Gordonia westfalica DSM 44215,2,Bacteria,Gordonia westfalica DSM 44215,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia westfalica,DSM 44215,6405003
2636416073,Micromonospora viridifaciens DSM 43909,1,Bacteria,Micromonospora viridifaciens DSM 43909,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Micromonospora,Micromonospora viridifaciens,DSM 43909,7073885
2636416091,Mycobacterium tuberculosis M2384,3,Bacteria,Mycobacterium tuberculosis M2384,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2384,4418218
2636416112,Mumia flava MUSC 201,1,Bacteria,Mumia flava MUSC 201,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Mumia,Mumia flava,MUSC 201,16377168
2636416143,Mycobacterium tuberculosis M2032,3,Bacteria,Mycobacterium tuberculosis M2032,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2032,4425452
2636416144,Gordonia alkanivorans s104,2,Bacteria,Gordonia alkanivorans s104,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia alkanivorans,s104,5172016
2636416178,Streptomyces sp. MUSC164T,1,Bacteria,Streptomyces sp. MUSC164T,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. MUSC164T,,9147375
2636416183,Mycobacterium sp. UM_Kg27,1,Bacteria,Mycobacterium sp. UM_Kg27,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. UM_Kg27,UM_Kg27,4504949
2636416184,Streptomyces sp. MBT28,2,Bacteria,Streptomyces sp. MBT28,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. MBT28,MBT28,8003122
2639762519,Arthrobacter woluwensis DSM 10495,1,Bacteria,Arthrobacter woluwensis DSM 10495,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter woluwensis,DSM 10495,3859681
2639762525,Mycobacterium sp. 455MF,1,Bacteria,Mycobacterium sp. 455MF,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 455MF,455MF,6739133
2639762559,Mycobacterium sp. 365MFTsu,2,Bacteria,Mycobacterium sp. 365MFTsu,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 365MFTsu,365MFTsu,5566563
2639762576,Gordonia malaquae DSM 45064,1,Bacteria,Gordonia malaquae DSM 45064,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia malaquae,DSM 45064,4714353
2639762615,Jiangella alkaliphila DSM 45079,1,Bacteria,Jiangella alkaliphila DSM 45079,Actinobacteria,Actinobacteria,Actinomycetales,Jiangellaceae,Jiangella,Jiangella alkaliphila,DSM 45079,7716500
2639762617,Tsukamurella tyrosinosolvens DSM 44234,2,Bacteria,Tsukamurella tyrosinosolvens DSM 44234,Actinobacteria,Actinobacteria,Actinomycetales,Tsukamurellaceae,Tsukamurella,Tsukamurella tyrosinosolvens,DSM 44234,5281118
2639762720,Mycobacterium tuberculosis KT-0190,2,Bacteria,Mycobacterium tuberculosis KT-0190,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,KT-0190,4357892
2639762732,Streptomyces aureofaciens NRRL 2209,2,Bacteria,Streptomyces aureofaciens NRRL 2209,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aureofaciens,NRRL 2209,9078694
2639762738,Mycobacterium tuberculosis KT-0201,2,Bacteria,Mycobacterium tuberculosis KT-0201,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,KT-0201,4360528
2639762745,Streptomyces roseochromogenes oscitans DS 12.976,2,Bacteria,Streptomyces roseochromogenes oscitans DS 12.976,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces roseochromogenes,DS 12.976,9782257
2639762764,Arthrobacter sp. L77,1,Bacteria,Arthrobacter sp. L77,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter sp. L77,L77,3608439
2639762781,Corynebacterium pseudotuberculosis E19B9,2,Bacteria,Corynebacterium pseudotuberculosis E19B9,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,E19B9,2367956
2639762784,Streptomyces sp. NBRC 110035 TP-A0873,2,Bacteria,Streptomyces sp. NBRC 110035 TP-A0873,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. NBRC 110035,TP-A0873,7508934
2639762785,Knoellia aerolata DSM 18566,1,Bacteria,Knoellia aerolata DSM 18566,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Knoellia,Knoellia aerolata,DSM 18566,4087548
2639762789,Mycobacterium tuberculosis TKK_04_0106,3,Bacteria,Mycobacterium tuberculosis TKK_04_0106,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_04_0106,4400751
2639762811,"Corynebacterium doosanense CAU 212, DSM 45436",2,Bacteria,"Corynebacterium doosanense CAU 212, DSM 45436",Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium doosanense,CAU 212,2698995
2639762818,Streptomyces albus DSM 41398,1,Bacteria,Streptomyces albus DSM 41398,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces albus,DSM 41398,8384669
2639762838,Streptomyces europaeiscabiei NRRL B-24443,2,Bacteria,Streptomyces europaeiscabiei NRRL B-24443,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces europaeiscabiei,NRRL B-24443,9982072
2639762840,Mycobacterium tuberculosis TKK_03_0062,1,Bacteria,Mycobacterium tuberculosis TKK_03_0062,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0062,4413150
2639762846,Mycobacterium tuberculosis 18b,2,Bacteria,Mycobacterium tuberculosis 18b,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,18b,4411953
2639762847,Streptomyces sp. MUSC149,3,Bacteria,Streptomyces sp. MUSC149,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. MUSC149,MUSC149,9282267
2639762848,Rhodococcus sp. ADH,5,Bacteria,Rhodococcus sp. ADH,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. ADH,ADH,7083334
2639762861,Mycobacterium tuberculosis NRITLD13,3,Bacteria,Mycobacterium tuberculosis NRITLD13,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,NRITLD13,4396220
2639762863,Mycobacterium tuberculosis TKK_03_0023,3,Bacteria,Mycobacterium tuberculosis TKK_03_0023,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0023,4413260
2639762871,Mycobacterium abscessus bolletii MC1518,1,Bacteria,Mycobacterium abscessus bolletii MC1518,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium abscessus,MC1518,5049258
2639762875,Mycobacterium sp. UM_NZ2,1,Bacteria,Mycobacterium sp. UM_NZ2,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. UM_NZ2,UM_NZ2,5066788
2639762876,Mycobacterium tuberculosis TKK_04_0114,3,Bacteria,Mycobacterium tuberculosis TKK_04_0114,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_04_0114,4384469
2639762877,Streptomyces pristinaespiralis HCCB 10218,1,Bacteria,Streptomyces pristinaespiralis HCCB 10218,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pristinaespiralis,HCCB 10218,8532592
2639762912,Rhodococcus rhodochrous KG-21,4,Bacteria,Rhodococcus rhodochrous KG-21,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus rhodochrous,KG-21,6099948
2639762931,Mycobacterium bovis MB3,2,Bacteria,Mycobacterium bovis MB3,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium bovis,MB3,4259788
2639762940,Corynebacterium diphtheriae bv. gravis ISS 4746,3,Bacteria,Corynebacterium diphtheriae bv. gravis ISS 4746,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,ISS 4746,2379713
2639762942,Mycobacterium tuberculosis M2459,3,Bacteria,Mycobacterium tuberculosis M2459,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2459,4389765
2639762959,Actinobacteria bacterium OK074,2,Bacteria,Actinobacteria bacterium OK074,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. OK074,OK074,10668107
2639762973,Mycobacterium tuberculosis TKK_03_0100,3,Bacteria,Mycobacterium tuberculosis TKK_03_0100,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0100,4399439
2639762988,Kocuria sp. SM24M-10,1,Bacteria,Kocuria sp. SM24M-10,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria sp. SM24M-10,SM24M-10,4346664
2639763012,Streptomyces sp. NBRC 109706,1,Bacteria,Streptomyces sp. NBRC 109706,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. NBRC 109706,NBRC 109706,7736999
2639763022,Mycobacterium tuberculosis 13-2459,2,Bacteria,Mycobacterium tuberculosis 13-2459,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,13-2459,4324224
2639763023,Propionibacterium freudenreichii CIRM-BIA125,1,Bacteria,Propionibacterium freudenreichii CIRM-BIA125,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium freudenreichii,CIRM-BIA125,2511448
2639763035,Corynebacterium glutamicum B253,2,Bacteria,Corynebacterium glutamicum B253,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glutamicum,B253,3207539
2639763038,Jiangella alkaliphila KCTC 19222,1,Bacteria,Jiangella alkaliphila KCTC 19222,Actinobacteria,Actinobacteria,Jiangellales,Jiangellaceae,Jiangella,Jiangella alkaliphila,KCTC 19222,7567314
2639763039,Mycobacterium tuberculosis M2278,3,Bacteria,Mycobacterium tuberculosis M2278,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2278,4412740
2639763048,Mycobacterium tuberculosis TKK_03_0114,2,Bacteria,Mycobacterium tuberculosis TKK_03_0114,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0114,4389976
2639763069,Mycobacterium tuberculosis M1307,3,Bacteria,Mycobacterium tuberculosis M1307,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M1307,4413937
2639763074,Rhodococcus sp. BS-15,2,Bacteria,Rhodococcus sp. BS-15,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus sp.,BS-15,5503008
2639763098,Rhodococcus erythropolis BG43,5,Bacteria,Rhodococcus erythropolis BG43,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis,DSM 46869,6334075
2639763099,Mycobacterium tuberculosis Mtb526,2,Bacteria,Mycobacterium tuberculosis Mtb526,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,Mtb526,4198404
2639763110,Mycobacterium tuberculosis NRITLD49,3,Bacteria,Mycobacterium tuberculosis NRITLD49,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,NRITLD49,4390757
2639763130,Mycobacterium tuberculosis M2376,2,Bacteria,Mycobacterium tuberculosis M2376,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2376,4413093
2639763133,Corynebacterium diphtheriae bv. gravis ISS 4060,3,Bacteria,Corynebacterium diphtheriae bv. gravis ISS 4060,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,ISS 4060,2395664
2639763141,Mycobacterium tuberculosis M2132,3,Bacteria,Mycobacterium tuberculosis M2132,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2132,4396700
2639763148,Actinobacteria bacterium OV450,3,Bacteria,Actinobacteria bacterium OV450,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified,Actinobacteria bacterium OV450,OV450,9202048
2639763154,Mycobacterium tuberculosis M2191,2,Bacteria,Mycobacterium tuberculosis M2191,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2191,4404714
2639763155,Mycobacterium tuberculosis TKK_04_0134,2,Bacteria,Mycobacterium tuberculosis TKK_04_0134,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_04_0134,4389207
2639763165,Mycobacterium tuberculosis TKK_03_0089,3,Bacteria,Mycobacterium tuberculosis TKK_03_0089,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0089,4361515
2639763174,Corynebacterium glutamicum SYPS-062,2,Bacteria,Corynebacterium glutamicum SYPS-062,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glutamicum,SYPS-062,3214861
2639763183,Actinobacteria bacterium OK006,2,Bacteria,Actinobacteria bacterium OK006,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. OK006,OK006,11932666
2642422517,Amycolatopsis australiensis DSM 44671,1,Bacteria,Amycolatopsis australiensis DSM 44671,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis australiensis,DSM 44671,9312140
2642422544,Arthrobacter subterraneus NP_1H,1,Bacteria,Arthrobacter subterraneus NP_1H,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter subterraneus,NP_1H,3871381
2642422554,Rhodococcus jostii DSM 44719,7,Bacteria,Rhodococcus jostii DSM 44719,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus jostii,DSM 44719,9912981
2642422555,Mycobacterium sp. 88MF,1,Bacteria,Mycobacterium sp. 88MF,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 88MF,88MF,6734829
2643221546,Microbacterium sp. Root53,1,Bacteria,Microbacterium sp. Root53,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. Root53,Root53,2910897
2643221561,Nocardioides sp. Root151,1,Bacteria,Nocardioides sp. Root151,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. Root151,Root151,4984412
2643221567,Phycicoccus sp. Root563,1,Bacteria,Phycicoccus sp. Root563,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus,Phycicoccus sp. Root563,Root563,4163945
2643221578,Streptomyces sp. Root63,1,Bacteria,Streptomyces sp. Root63,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. Root63,Root63,9213798
2643221587,Streptomyces sp. Root66D1,2,Bacteria,Streptomyces sp. Root66D1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. Root66D1,Root66D1,7586415
2643221601,Kitasatospora sp. Root187,3,Bacteria,Kitasatospora sp. Root187,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,Kitasatospora sp. Root187,Root187,7493239
2643221613,Oerskovia sp. Root22,1,Bacteria,Oerskovia sp. Root22,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Oerskovia,Oerskovia sp. Root22,Root22,4622396
2643221617,Nocardioides sp. Root79,1,Bacteria,Nocardioides sp. Root79,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. Root79,Root79,5139111
2643221620,Nocardioides sp. Root240,1,Bacteria,Nocardioides sp. Root240,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. Root240,Root240,5134593
2643221624,Phycicoccus sp. Root101,1,Bacteria,Phycicoccus sp. Root101,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus,Phycicoccus sp. Root101,Root101,4384879
2643221631,Kitasatospora sp. Root107,2,Bacteria,Kitasatospora sp. Root107,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,Kitasatospora sp. Root107,Root107,8168043
2643221647,Streptomyces sp. Root369,2,Bacteria,Streptomyces sp. Root369,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. Root369,Root369,10741251
2643221670,Streptomyces sp. Root431,1,Bacteria,Streptomyces sp. Root431,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. Root431,Root431,6497041
